player_name,death_sr_overall,sr_vs_ra_fast,sr_vs_la_fast,sr_vs_ra_off_spin,sr_vs_ra_leg_spin,sr_vs_la_spin,sr_vs_la_chinaman
Shubman Gill,222.22,222.22,222.22,222.22,222.22,222.22,222.22
AAP Rivero,100.0,100.0,100.0,100.0,100.0,100.0,100.0
P Arrighi,71.43,71.43,71.43,71.43,71.43,71.43,71.43
LA Musiani,100.0,100.0,100.0,100.0,100.0,100.0,100.0
A Kirschbaum,138.71,138.71,138.71,138.71,138.71,138.71,138.71
D Mauro,62.5,62.5,62.5,62.5,62.5,62.5,62.5
Sohel Patel,165.0,165.0,165.0,165.0,165.0,165.0,165.0
VC Ahir,118.18,118.18,118.18,118.18,118.18,118.18,118.18
A Natubhai Ahir,114.29,114.29,114.29,114.29,114.29,114.29,114.29
RDB Ahir,98.0,98.0,98.0,98.0,98.0,98.0,98.0
FL Patel,100.0,100.0,100.0,100.0,100.0,100.0,100.0
AM Patel,69.05,69.05,69.05,69.05,69.05,69.05,69.05
A Wright,37.14,37.14,37.14,37.14,37.14,37.14,37.14
T Manders,156.25,156.25,156.25,156.25,156.25,156.25,156.25
J Buchanan,63.64,63.64,63.64,63.64,63.64,63.64,63.64
P Chin,68.57,68.57,68.57,68.57,68.57,68.57,68.57
D Johnson,108.45,108.45,108.45,108.45,108.45,108.45,108.45
BM Duckett,122.58,125.0,122.58,122.58,122.58,100.0,122.58
Yasim Murtaza,136.99,136.99,136.99,136.99,136.99,136.99,136.99
A Gorawara,121.43,121.43,121.43,121.43,121.43,121.43,121.43
Sayed Monib,168.89,168.89,168.89,168.89,168.89,168.89,168.89
Ali Zaheer,116.67,116.67,116.67,116.67,116.67,116.67,116.67
Rehan Ahmed,127.03,121.21,127.03,127.03,127.03,175.0,127.03
Towhid Hridoy,144.05,140.12,144.05,250.0,144.05,144.05,144.05
GI Hume,109.52,111.11,100.0,109.52,109.52,109.52,109.52
M Machado,183.87,183.87,183.87,183.87,183.87,183.87,183.87
Amandeep Singh,130.16,130.16,130.16,130.16,130.16,130.16,130.16
Amir Zaib,209.3,209.3,209.3,209.3,209.3,209.3,209.3
J Horrocks,94.34,94.34,94.34,94.34,94.34,94.34,94.34
Naseem Shah,110.26,86.21,250.0,110.26,133.33,110.26,110.26
Fazil Rahman,63.64,63.64,63.64,63.64,63.64,63.64,63.64
K Mirpuri,108.22,108.22,108.22,108.22,108.22,108.22,108.22
Chaudhary Akram,139.47,139.47,139.47,139.47,139.47,139.47,139.47
Javed Maroofkhail,128.57,128.57,128.57,128.57,128.57,128.57,128.57
Qamar Mushtaque,119.77,121.18,119.77,0.0,119.77,119.77,119.77
M Shahbaz Butt,137.5,137.5,137.5,137.5,137.5,137.5,137.5
Lucky Ali,114.29,114.29,114.29,114.29,114.29,114.29,114.29
Akhil Arjunan,101.89,101.89,101.89,101.89,101.89,101.89,101.89
Faheem Nellancheri,151.02,151.02,151.02,151.02,151.02,151.02,151.02
Raaz Mohammad,78.57,78.57,78.57,78.57,78.57,78.57,78.57
Parveen Kumar,61.54,61.54,61.54,61.54,61.54,61.54,61.54
E Rukiriza,86.15,86.15,86.15,86.15,86.15,86.15,86.15
K Piet,72.0,72.0,72.0,72.0,72.0,72.0,72.0
B Kgosiemang,45.24,45.24,45.24,45.24,45.24,45.24,45.24
Murat Yilmaz,37.93,37.93,37.93,37.93,37.93,37.93,37.93
Muhammed Turkmen,100.0,100.0,100.0,100.0,100.0,100.0,100.0
V Zanko,54.55,54.55,54.55,54.55,54.55,54.55,54.55
H Hajnic,5.56,5.56,5.56,5.56,5.56,5.56,5.56
D Faletar,36.36,36.36,36.36,36.36,36.36,36.36,36.36
WK Bitis,100.0,100.0,100.0,100.0,100.0,100.0,100.0
RGA Amah,45.45,45.45,45.45,45.45,45.45,45.45,45.45
J Bulele,142.86,142.86,142.86,142.86,142.86,142.86,142.86
SM Warnakulasuriya,85.71,85.71,85.71,85.71,85.71,85.71,85.71
Usman Khan,127.23,128.11,127.23,127.23,100.0,127.23,127.23
Fanyan Mughal,117.86,117.86,117.86,117.86,117.86,117.86,117.86
Waqas Ahmad,163.24,163.24,163.24,163.24,163.24,163.24,163.24
C Sudarsanan,63.41,63.41,63.41,63.41,63.41,63.41,63.41
Jaspal Singh,138.26,138.26,138.26,138.26,138.26,138.26,138.26
G Venkateswaran,126.42,126.42,126.42,126.42,126.42,126.42,126.42
Mukhtar Ghulami,143.48,143.48,143.48,143.48,143.48,143.48,143.48
E Jabarkhel,89.66,89.66,89.66,89.66,89.66,89.66,89.66
M Koli,105.06,105.06,105.06,105.06,105.06,105.06,105.06
R Kumar,168.0,168.0,168.0,168.0,168.0,168.0,168.0
CJPF Kalugamage,85.71,85.71,85.71,85.71,85.71,85.71,85.71
JS Henriksen,103.45,103.45,103.45,103.45,103.45,103.45,103.45
Abdullah Mahmood,73.68,73.68,73.68,73.68,73.68,73.68,73.68
WL Madsen,165.22,165.22,165.22,165.22,165.22,165.22,165.22
JAD Lawrenson,108.33,108.33,108.33,108.33,108.33,108.33,108.33
C Brennan,132.1,132.1,132.1,132.1,132.1,132.1,132.1
K Kadowaki-Fleming,187.69,187.69,187.69,187.69,187.69,187.69,187.69
I Takahashi,175.71,175.71,175.71,175.71,175.71,175.71,175.71
ASF Sirah,111.11,111.11,111.11,111.11,111.11,111.11,111.11
BJ McMullen,159.26,178.26,159.26,159.26,50.0,159.26,159.26
A Randhawa,86.05,86.05,86.05,86.05,86.05,86.05,86.05
D Wotu,118.75,118.75,118.75,118.75,118.75,118.75,118.75
JEA Doctora,81.48,81.48,81.48,81.48,81.48,81.48,81.48
G Stewart,163.24,163.24,163.24,163.24,163.24,163.24,163.24
E Karimi,33.33,33.33,33.33,33.33,33.33,33.33,33.33
J Kariko,77.78,77.78,77.78,77.78,77.78,77.78,77.78
W Miyauchi,118.06,118.06,118.06,118.06,118.06,118.06,118.06
KDA Lukies,103.03,103.03,103.03,103.03,103.03,103.03,103.03
S Loday,85.42,85.42,85.42,85.42,85.42,85.42,85.42
K Ghalley,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Swann Htet Ko Ko,60.71,60.71,60.71,60.71,60.71,60.71,60.71
Y Naing Tun,79.03,79.03,79.03,79.03,79.03,79.03,79.03
Nay Lin Htun,81.25,81.25,81.25,81.25,81.25,81.25,81.25
Aung Ko Ko,35.0,35.0,35.0,35.0,35.0,35.0,35.0
H Lin Oo,101.92,101.92,101.92,101.92,101.92,101.92,101.92
Zahid Zadran,72.73,72.73,72.73,72.73,72.73,72.73,72.73
PB Gouge,80.95,80.95,80.95,80.95,80.95,80.95,80.95
T Takada,113.33,113.33,113.33,113.33,113.33,113.33,113.33
LJ Myott,88.89,88.89,88.89,88.89,88.89,88.89,88.89
Tenjin Rabgey,172.0,172.0,172.0,172.0,172.0,172.0,172.0
H Lin Aung,72.22,72.22,72.22,72.22,72.22,72.22,72.22
Paing Danu,48.78,48.78,48.78,48.78,48.78,48.78,48.78
Nyeing Cham Soe,87.27,87.27,87.27,87.27,87.27,87.27,87.27
Chen Zhuo Yue,72.73,72.73,72.73,72.73,72.73,72.73,72.73
Abbas Ghani,205.0,205.0,205.0,205.0,205.0,205.0,205.0
A Prashar,174.6,174.6,174.6,174.6,174.6,174.6,174.6
Tilak Varma,158.39,162.07,233.33,125.0,16.67,158.39,158.39
SD Hope,147.73,148.84,147.73,147.73,100.0,147.73,147.73
Asif Bevinje,158.33,158.33,158.33,158.33,158.33,158.33,158.33
M Prasanna,171.43,171.43,171.43,171.43,171.43,171.43,171.43
Luca Petre,92.31,92.31,92.31,92.31,92.31,92.31,92.31
G Thakur,75.0,75.0,75.0,75.0,75.0,75.0,75.0
R Athapaththu,142.42,142.42,142.42,142.42,142.42,142.42,142.42
RD Gaikwad,232.73,235.19,232.73,232.73,100.0,232.73,232.73
RK Singh,178.26,177.65,178.26,178.26,178.26,178.26,200.0
E Mathew,101.85,101.85,101.85,101.85,101.85,101.85,101.85
CN Kakuru,101.43,101.43,101.43,101.43,101.43,101.43,101.43
II Selemani,217.65,217.65,217.65,217.65,217.65,217.65,217.65
Shaik Basha,82.35,82.35,82.35,82.35,82.35,82.35,82.35
AM Hardie,157.14,162.0,100.0,157.14,157.14,157.14,125.0
JM Iradukunda,100.0,100.0,100.0,100.0,100.0,100.0,100.0
I Mugisha,117.24,117.24,117.24,117.24,117.24,117.24,117.24
AAP Atkinson,50.0,50.0,50.0,50.0,50.0,50.0,50.0
G Coetzee,140.35,146.81,111.11,140.35,100.0,140.35,140.35
D Ferreira,193.94,203.57,140.0,193.94,193.94,193.94,193.94
BA Carse,144.44,144.44,144.44,144.44,144.44,144.44,144.44
Muhammad Tanveer,180.37,180.37,180.37,180.37,180.37,180.37,180.37
H Rathod,143.62,143.62,143.62,143.62,143.62,143.62,143.62
Bukhar Illikkal,63.64,63.64,63.64,63.64,63.64,63.64,63.64
I Liyanage,134.88,134.88,134.88,134.88,134.88,134.88,134.88
MM Baig,156.6,156.6,156.6,156.6,156.6,156.6,156.6
Parvindar Kumar,119.23,119.23,119.23,119.23,119.23,119.23,119.23
Yasin Patel,101.8,101.8,101.8,101.8,101.8,101.8,101.8
Jassim Khan,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Mohammad Ahnaff,115.0,115.0,115.0,115.0,115.0,115.0,115.0
Ben Jones,135.71,135.71,135.71,135.71,135.71,135.71,135.71
Bilal Masud,149.09,149.09,149.09,149.09,149.09,149.09,149.09
Sahil Chauhan,194.29,198.53,194.29,50.0,194.29,194.29,194.29
D Robson,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Arslan Amjad,178.79,178.79,178.79,178.79,178.79,178.79,178.79
Gulsan Jha,152.02,153.22,50.0,152.02,152.02,152.02,152.02
KTK Rodrigo,125.81,125.81,125.81,125.81,125.81,125.81,125.81
Meet Bhavsar,145.31,145.31,145.31,145.31,145.31,145.31,145.31
Muhammad Murad,78.79,78.79,78.79,78.79,78.79,78.79,78.79
Mohammed Irshad,168.97,168.97,168.97,168.97,168.97,168.97,168.97
Waqar Ul Hassan,138.89,138.89,138.89,138.89,138.89,138.89,138.89
Abdul Waheed,160.38,160.38,160.38,160.38,160.38,160.38,160.38
Manan Ali,170.0,170.0,170.0,170.0,170.0,170.0,170.0
Z Burgess,135.0,135.0,135.0,135.0,135.0,135.0,135.0
D Sabir,129.09,129.09,129.09,129.09,129.09,129.09,129.09
Kaleem Sana,111.11,126.09,25.0,111.11,111.11,111.11,111.11
JKC Ahir,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Abdulla Bhoola,70.0,70.0,70.0,70.0,70.0,70.0,70.0
AA Gajic,37.5,37.5,37.5,37.5,37.5,37.5,37.5
P Nedeljkovic,84.0,84.0,84.0,84.0,84.0,84.0,84.0
Muhammad Nadir,81.95,81.95,81.95,81.95,81.95,81.95,81.95
R Coker,92.31,92.31,92.31,92.31,92.31,92.31,92.31
Hamza Khan,143.24,143.24,143.24,143.24,143.24,143.24,143.24
KM Awala,66.67,66.67,66.67,66.67,66.67,66.67,66.67
I Danladi,131.21,131.21,131.21,131.21,131.21,131.21,131.21
Syed Aqeel Israr,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E Dusingizimana,66.67,66.67,66.67,66.67,66.67,66.67,66.67
G Ngegba,167.31,167.31,167.31,167.31,167.31,167.31,167.31
I Kamara,16.67,16.67,16.67,16.67,16.67,16.67,16.67
KJ Stagno,225.0,225.0,225.0,225.0,225.0,225.0,225.0
T Martin,179.17,179.17,179.17,179.17,179.17,179.17,179.17
Milad Momend,16.0,16.0,16.0,16.0,16.0,16.0,16.0
A Shukla,57.89,57.89,57.89,57.89,57.89,57.89,57.89
Zeeshan Ali,155.88,156.88,250.0,50.0,75.0,155.88,155.88
A Sharafu,136.43,137.8,50.0,136.43,136.43,136.43,136.43
Ali Naseer,136.23,134.81,136.23,136.23,136.23,200.0,136.23
Nilansh Keswani,144.12,144.12,144.12,144.12,144.12,144.12,144.12
Akif Raja,114.29,114.29,114.29,114.29,114.29,114.29,114.29
Aasif Sheikh,116.67,130.77,116.67,116.67,116.67,116.67,25.0
Joshua Asia,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Edward Taylor,53.85,53.85,53.85,53.85,53.85,53.85,53.85
M Coetzee,73.33,73.33,73.33,73.33,73.33,73.33,73.33
Aayan Afzal Khan,94.81,97.3,94.81,94.81,94.81,33.33,94.81
N Davin,104.55,104.55,104.55,104.55,104.55,104.55,104.55
Alfredo Puentes,18.75,18.75,18.75,18.75,18.75,18.75,18.75
Puneet Arora,148.0,148.0,148.0,148.0,148.0,148.0,148.0
Shantanu Kaveri,95.31,95.31,95.31,95.31,95.31,95.31,95.31
Tarun Sharma,158.82,158.82,158.82,158.82,158.82,158.82,158.82
Lucas Rossi,77.78,77.78,77.78,77.78,77.78,77.78,77.78
N Rana,60.0,60.0,60.0,60.0,60.0,60.0,60.0
RTM Mendis,70.83,69.57,100.0,70.83,70.83,70.83,70.83
Ahmadullah Shinwari,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Usman Arif,220.69,192.0,220.69,220.69,220.69,220.69,400.0
Faizan Mumtaz,60.0,60.0,60.0,60.0,60.0,60.0,60.0
U Shahid,141.18,141.18,141.18,141.18,141.18,141.18,141.18
W Boshoff,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Khalid Zahid,122.95,122.95,122.95,122.95,122.95,122.95,122.95
Baz Aybui,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Lemar Momand,36.36,36.36,36.36,36.36,36.36,36.36,36.36
ARA Chambers,131.82,131.82,131.82,131.82,131.82,131.82,131.82
Mohammad Nawaz,149.09,154.1,0.0,127.27,71.43,149.09,149.09
Sameer Patel,175.0,175.0,175.0,175.0,175.0,175.0,175.0
TD Chaoana,86.96,86.96,86.96,86.96,86.96,86.96,86.96
Ali Khan,125.0,125.0,125.0,125.0,125.0,125.0,125.0
M Simmons,123.08,123.08,123.08,123.08,123.08,123.08,123.08
JS Malhotra,190.0,190.0,190.0,190.0,190.0,190.0,190.0
K Hinds,168.09,168.09,168.09,168.09,168.09,168.09,168.09
JR Barry,78.49,78.49,78.49,78.49,78.49,78.49,78.49
MS Graham,58.33,58.33,58.33,58.33,58.33,58.33,58.33
S Singh,129.03,129.03,129.03,129.03,129.03,129.03,129.03
Shan Masood,126.83,117.65,125.0,126.83,175.0,200.0,126.83
Mohammad Haris,166.04,186.67,66.67,166.04,166.04,40.0,166.04
Fayaz Khan,167.27,167.27,167.27,167.27,167.27,167.27,167.27
Shoaib Khan,125.0,125.0,125.0,125.0,125.0,125.0,125.0
Muhammad Amir,87.5,87.5,87.5,87.5,87.5,87.5,87.5
J Trembeath-Moro,130.77,130.77,130.77,130.77,130.77,130.77,130.77
LT Bichard,62.86,62.86,62.86,62.86,62.86,62.86,62.86
W Behr,123.08,123.08,123.08,123.08,123.08,123.08,123.08
Zaker Taqawi,72.73,72.73,72.73,72.73,72.73,72.73,72.73
Ismaeel Zia,81.82,81.82,81.82,81.82,81.82,81.82,81.82
Azam Khalil,127.59,127.59,127.59,127.59,127.59,127.59,127.59
Hamid Mahmood,146.0,146.0,146.0,146.0,146.0,146.0,146.0
Syed Maisam Ali,160.0,160.0,160.0,160.0,160.0,160.0,160.0
Omid Mailk Khel,137.5,137.5,137.5,137.5,137.5,137.5,137.5
Muhammad Fahim,69.57,69.57,69.57,69.57,69.57,69.57,69.57
Sirajullah Khadim,58.33,58.33,58.33,58.33,58.33,58.33,58.33
A Venkatesh,130.0,130.0,130.0,130.0,130.0,130.0,130.0
Saqib Naveed,28.57,28.57,28.57,28.57,28.57,28.57,28.57
Ibrahim Rahimi,215.0,215.0,215.0,215.0,215.0,215.0,215.0
R Gaznavi,129.41,129.41,129.41,129.41,129.41,129.41,129.41
B Dugic,31.25,31.25,31.25,31.25,31.25,31.25,31.25
Aamer Jamal,211.11,211.11,211.11,211.11,211.11,211.11,211.11
Avi Dixit,102.44,102.44,102.44,102.44,102.44,102.44,102.44
KP Meiyappan,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Aman Desai,88.0,88.0,88.0,88.0,88.0,88.0,88.0
Gagandeep Singh,96.67,96.67,96.67,96.67,96.67,96.67,96.67
Anjar Tadarus,118.52,118.52,118.52,118.52,118.52,118.52,118.52
A Patmore,104.44,104.44,104.44,104.44,104.44,104.44,104.44
Kim Daeyeon,60.53,60.53,60.53,60.53,60.53,60.53,60.53
Raja Shoaib,116.67,116.67,116.67,116.67,116.67,116.67,116.67
Lee Kangmin,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Mudassir Iqbal,70.59,70.59,70.59,70.59,70.59,70.59,70.59
AN Hyobeom,38.46,38.46,38.46,38.46,38.46,38.46,38.46
Asif Iqbal,46.15,46.15,46.15,46.15,46.15,46.15,46.15
Khan Arbaaz,120.0,120.0,120.0,120.0,120.0,120.0,120.0
LM Gabriel,133.33,133.33,133.33,133.33,133.33,133.33,133.33
ME Leoela,22.22,22.22,22.22,22.22,22.22,22.22,22.22
S Kamate,63.64,63.64,63.64,63.64,63.64,63.64,63.64
N Krishna,56.25,56.25,56.25,56.25,56.25,56.25,56.25
T Sandeep,117.65,117.65,117.65,117.65,117.65,117.65,117.65
H Rashid,95.65,95.65,95.65,95.65,95.65,95.65,95.65
Naeem Gull,121.05,121.05,121.05,121.05,121.05,121.05,121.05
Eric Phiri,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Mohammed Alamgir,169.23,169.23,169.23,169.23,169.23,169.23,169.23
Rafiullah,171.91,171.91,171.91,171.91,171.91,171.91,171.91
S Shrivastava,92.5,92.5,92.5,92.5,92.5,92.5,92.5
Ahmer Bin Nisar,159.6,159.6,159.6,159.6,159.6,159.6,159.6
Saad Khan,193.33,193.33,193.33,193.33,193.33,193.33,193.33
Dharmang Patel,83.33,83.33,83.33,83.33,83.33,83.33,83.33
VN Veetil,166.67,166.67,166.67,166.67,166.67,166.67,166.67
Ikramullah Khan,140.78,140.78,140.78,140.78,140.78,140.78,140.78
V Hampihallikar,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Aslam Khan,112.82,112.82,112.82,112.82,112.82,112.82,112.82
NA Karnik,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Rizwan Haider,128.57,128.57,128.57,128.57,128.57,128.57,128.57
D Doyle-Calle,230.77,230.77,230.77,230.77,230.77,230.77,230.77
C Webster,144.44,144.44,144.44,144.44,144.44,144.44,144.44
YSD Seneveratne,207.55,207.55,207.55,207.55,207.55,207.55,207.55
Festus Benn,116.67,116.67,116.67,116.67,116.67,116.67,116.67
D Wheatley,60.78,60.78,60.78,60.78,60.78,60.78,60.78
T Brown,27.27,27.27,27.27,27.27,27.27,27.27,27.27
J Jemison,82.81,82.81,82.81,82.81,82.81,82.81,82.81
NH Ekanayake,53.85,53.85,53.85,53.85,53.85,53.85,53.85
S Vijay Unni,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ali Dawood,79.73,79.73,79.73,79.73,79.73,79.73,79.73
Abdul Majid Abbasi,61.82,61.82,61.82,61.82,61.82,61.82,61.82
Suman Ghimire,175.0,175.0,175.0,175.0,175.0,175.0,175.0
Abdul Naser Baluch,64.86,64.86,64.86,64.86,64.86,64.86,64.86
Mohammed Faraazuddin,82.76,82.76,82.76,82.76,82.76,82.76,82.76
Asif Khan,177.42,177.42,177.42,177.42,177.42,177.42,177.42
D Foxcroft,111.11,111.11,111.11,111.11,111.11,111.11,111.11
GM Muthui,61.54,61.54,61.54,61.54,61.54,61.54,61.54
P Koech,72.73,72.73,72.73,72.73,72.73,72.73,72.73
Vishil Patel,35.0,35.0,35.0,35.0,35.0,35.0,35.0
Sachin Mandy,137.04,137.04,137.04,137.04,137.04,137.04,137.04
R Thapliyal,41.67,41.67,41.67,41.67,41.67,41.67,41.67
P Khari,191.67,191.67,191.67,191.67,191.67,191.67,191.67
Riaz Afridi,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Danyal Raja,95.06,95.06,95.06,95.06,95.06,95.06,95.06
I Elec,100.0,100.0,100.0,100.0,100.0,100.0,100.0
J Coetzee,176.19,176.19,176.19,176.19,176.19,176.19,176.19
Thuya Aung,61.94,61.94,61.94,61.94,61.94,61.94,61.94
A Mongar,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Sarawut Maliwan,37.78,37.78,37.78,37.78,37.78,37.78,37.78
Jaswinder Singh,83.08,83.08,83.08,83.08,83.08,83.08,83.08
DR Patankar,125.0,125.0,125.0,125.0,125.0,125.0,125.0
OB Nightingale,134.88,134.88,134.88,134.88,134.88,134.88,134.88
GH Smit,123.08,123.08,123.08,123.08,123.08,123.08,123.08
Sarfraz Butt,105.0,105.0,105.0,105.0,105.0,105.0,105.0
Shakeel Ahmed,114.45,115.12,114.45,114.45,0.0,114.45,114.45
Muhammad Jabir,19.05,19.05,19.05,19.05,19.05,19.05,19.05
S Mathur,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Niaz Ali,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Arafat Minhas,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sufiyan Muqeem,105.88,112.5,105.88,105.88,0.0,105.88,105.88
Saif Hassan,96.15,100.0,96.15,96.15,96.15,96.15,66.67
Jaker Ali,155.87,156.17,83.33,216.67,155.87,155.87,155.87
T Lungameni,145.45,145.45,145.45,145.45,145.45,145.45,145.45
A Chaudhary,88.89,88.89,88.89,88.89,88.89,88.89,88.89
R Kalimuthu,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Nimish Lathief,112.82,112.82,112.82,112.82,112.82,112.82,112.82
Lakshit Gupta,170.73,170.73,170.73,170.73,170.73,170.73,170.73
E Beukes,164.43,164.43,164.43,164.43,164.43,164.43,164.43
Shah Abrar Hussain,118.6,118.6,118.6,118.6,118.6,118.6,118.6
Prasad Anish,48.28,48.28,48.28,48.28,48.28,48.28,48.28
Luqman Butt,196.47,196.47,196.47,196.47,196.47,196.47,196.47
GC Murtaza,118.18,118.18,118.18,118.18,118.18,118.18,118.18
Sivakumar,38.46,38.46,38.46,38.46,38.46,38.46,38.46
RR Sharan,91.67,91.67,91.67,91.67,91.67,91.67,91.67
KD Kesuma,186.79,186.79,186.79,186.79,186.79,186.79,186.79
US Hathinjar,129.41,129.41,129.41,129.41,129.41,129.41,129.41
P Sharma,145.0,145.0,145.0,145.0,145.0,145.0,145.0
Vraj Patel,58.82,58.82,58.82,58.82,58.82,58.82,58.82
Azyan Farhath,122.11,122.11,122.11,122.11,122.11,122.11,122.11
JM Sharma,150.0,153.06,150.0,150.0,0.0,150.0,150.0
MW Short,169.57,176.19,100.0,169.57,169.57,169.57,169.57
F Mutua,111.11,111.11,111.11,111.11,111.11,111.11,111.11
T Gwandu,83.33,83.33,83.33,83.33,83.33,83.33,83.33
GY Prastama,69.23,69.23,69.23,69.23,69.23,69.23,69.23
AA Rahayu,85.59,85.59,85.59,85.59,85.59,85.59,85.59
BV Sears,72.41,82.61,25.0,72.41,50.0,72.41,72.41
Rishad Hossain,117.39,115.66,220.0,33.33,117.39,117.39,0.0
Tanvir Islam,70.59,70.59,70.59,70.59,70.59,70.59,70.59
Abbas Afridi,125.81,125.81,125.81,125.81,125.81,125.81,125.81
BJ Bennett,171.25,178.57,171.25,120.0,171.25,171.25,171.25
Sahibzada Farhan,140.91,157.89,140.91,140.91,140.91,50.0,0.0
S Godara,180.0,180.0,180.0,180.0,180.0,180.0,180.0
Luo Shilin,18.18,18.18,18.18,18.18,18.18,18.18,18.18
Tashi Phuntsho,94.0,94.0,94.0,94.0,94.0,94.0,94.0
N Chejay,97.37,97.37,97.37,97.37,97.37,97.37,97.37
Namgay Thinley,64.86,64.86,64.86,64.86,64.86,64.86,64.86
A Kaul,153.33,153.33,153.33,153.33,153.33,153.33,153.33
R Sharma,163.93,163.93,163.93,163.93,163.93,163.93,163.93
Ismail Ali,111.11,111.11,111.11,111.11,111.11,111.11,111.11
Salvin Stanly,129.03,129.03,129.03,129.03,129.03,129.03,129.03
S Banamali,69.23,69.23,69.23,69.23,69.23,69.23,69.23
K Kato-Stafford,134.48,134.48,134.48,134.48,134.48,134.48,134.48
Waji Ul Hassan,161.4,161.4,161.4,161.4,161.4,161.4,161.4
DK Shetty,110.53,110.53,110.53,110.53,110.53,110.53,110.53
GD Arta,97.09,97.09,97.09,97.09,97.09,97.09,97.09
AV Lazarus,166.67,166.67,166.67,166.67,166.67,166.67,166.67
C Hinze,108.33,108.33,108.33,108.33,108.33,108.33,108.33
Utkarsh Jain,98.36,98.36,98.36,98.36,98.36,98.36,98.36
Usman Khalid,115.79,115.79,115.79,115.79,115.79,115.79,115.79
N Nuntarach,46.88,46.88,46.88,46.88,46.88,46.88,46.88
Y Saranonnakkun,123.33,123.33,123.33,123.33,123.33,123.33,123.33
Shenjian Zheng,171.43,171.43,171.43,171.43,171.43,171.43,171.43
Ateeq Iqbal,70.83,70.83,70.83,70.83,70.83,70.83,70.83
Shaof Hassan,160.0,160.0,160.0,160.0,160.0,160.0,160.0
M Thurgate,130.77,130.77,130.77,130.77,130.77,130.77,130.77
Deng Jinqi,93.33,93.33,93.33,93.33,93.33,93.33,93.33
SA Engelbrecht,145.28,145.28,145.28,145.28,145.28,145.28,145.28
Pratis GC,63.64,63.64,63.64,63.64,63.64,63.64,63.64
Shahzaib Jamil,168.75,168.75,168.75,168.75,168.75,168.75,168.75
Amir Farooq,105.45,105.45,105.45,105.45,105.45,105.45,105.45
M Levitt,174.07,174.07,174.07,174.07,174.07,174.07,174.07
A Dutt,113.7,113.7,113.7,113.7,113.7,113.7,113.7
Vikramjit Singh,215.38,215.38,215.38,215.38,215.38,215.38,215.38
Khalid Kail,121.28,121.28,121.28,121.28,121.28,121.28,121.28
J Jarvis,100.0,69.23,100.0,100.0,233.33,100.0,100.0
TL Cutler,122.22,122.22,122.22,122.22,122.22,122.22,122.22
J Dickinson,107.69,107.69,107.69,107.69,107.69,107.69,107.69
Zuhaib Zubair,140.38,140.38,140.38,140.38,140.38,140.38,140.38
BJ Currie,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Zubaidi Zulkifle,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Ahmed Aqeel,144.38,144.38,144.38,144.38,144.38,144.38,144.38
T Musekiwa,145.11,148.06,145.11,50.0,145.11,145.11,145.11
DO Leicher,106.45,106.45,106.45,106.45,106.45,106.45,106.45
GJ van Rensburg,143.75,143.75,143.75,143.75,143.75,143.75,143.75
S Fouché,109.52,109.52,109.52,109.52,109.52,109.52,109.52
JT Brassell,58.33,58.33,58.33,58.33,58.33,58.33,58.33
G Van Heerden,280.0,280.0,280.0,280.0,280.0,280.0,280.0
L Botha,206.25,206.25,206.25,206.25,206.25,206.25,206.25
JC Balt,80.77,80.77,80.77,80.77,80.77,80.77,80.77
R Obuya,200.0,200.0,200.0,200.0,200.0,200.0,200.0
T Marumani,134.78,134.78,134.78,134.78,134.78,134.78,134.78
Milind Kumar,116.42,116.42,116.42,116.42,116.42,116.42,116.42
AGS Gous,164.29,148.0,164.29,164.29,164.29,164.29,300.0
SC van Schalkwyk,135.94,137.1,100.0,135.94,135.94,135.94,135.94
Harmeet Singh,163.0,163.33,50.0,163.0,163.0,163.0,187.5
DS Bajwa,187.5,187.5,187.5,187.5,187.5,187.5,187.5
Nazmus Sakib,81.25,81.25,81.25,81.25,81.25,81.25,81.25
Syed Haider,139.58,139.58,139.58,139.58,139.58,139.58,139.58
W Perchard,115.0,115.0,115.0,115.0,115.0,115.0,115.0
Pratik Singh Bais,55.1,55.1,55.1,55.1,55.1,55.1,55.1
S Pillai,95.65,95.65,95.65,95.65,95.65,95.65,95.65
